Study.ID,Reference,Site,Lat,Long,Shape,Source,Checked,Notes,
67,"Kilfoyle et al, 2013",N,26.05189671,-80.11046863,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.05394637,-80.11016629,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.05518213,-80.11046863,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.0565464,-80.1100907,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.05914456,-80.10986395,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.97777778,-80.11590563,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.97901235,-80.1152968,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.98916324,-80.11491629,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.99218107,-80.11476408,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.99348422,-80.11453577,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.9962963,-80.11415525,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,25.99780521,-80.11415525,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.00082305,-80.11362253,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.00932785,-80.11331811,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",N,26.01769547,-80.11324201,point,Figure 1 + webplot digitizer,Using google maps,"There are two sites which were not in the figure, but this is good enough for the cumulative impact values. 23/25 plots should be representative, and they're quite close together.",
67,"Kilfoyle et al, 2013",B,26.04368781,-80.11084656,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04594281,-80.11054422,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04635442,-80.1106198,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04676231,-80.11039305,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04703609,-80.11039305,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04737739,-80.11031746,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04771962,-80.11031746,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.0481303,-80.11031746,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04840502,-80.11039305,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04881569,-80.11039305,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,26.04915979,-80.11054422,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98106996,-80.11468798,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98106996,-80.11544901,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98155007,-80.11506849,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.9824417,-80.11506849,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98655693,-80.11499239,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98689986,-80.11506849,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98710562,-80.11506849,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98744856,-80.11499239,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.9824417,-80.11461187,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98237311,-80.11544901,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98161866,-80.11544901,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
67,"Kilfoyle et al, 2013",B,25.98155007,-80.11476408,point,Figure 1 + webplot digitizer,Using google maps,"Looks like I was short two points but I think this was because they were virtually overlapping, so this should be good enough for getting the HCIs.",
424,Zedler and West 2008,Natural,32.56495798,-117.1467815,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.57008403,-117.1289328,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.57067227,-117.1298387,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.57193277,-117.1286513,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.57134454,-117.1279454,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56907563,-117.1321227,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56739496,-117.1323059,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56773109,-117.1300092,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56512605,-117.1294832,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56319328,-117.1279639,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.56109244,-117.1298429,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
424,Zedler and West 2008,Natural,32.55260504,-117.114558,point,Figure 1 + google maps,Using google maps,"All points are transects, pooled for sppr ",
444,Rojo-Velazquez et al 2007,all sites,19.23218944,104.807318,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Punta El Estrecho
444,Rojo-Velazquez et al 2007,all sites,19.23723016,104.7784941,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Caleta El Palmito
444,Rojo-Velazquez et al 2007,all sites,19.23723016,104.7362531,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Bahia Cuastecomate
444,Rojo-Velazquez et al 2007,all sites,19.21706726,104.7336579,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Punta Cuastecomatito
444,Rojo-Velazquez et al 2007,all sites,19.20933815,104.6945246,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Bahia de Navidad
444,Rojo-Velazquez et al 2007,all sites,19.16666,104.6686086,point,Figure 1,Using google maps,Sites are all pooled together and no actual site by site data is reported,Punta Graham
126,"Sonnewald et al, 2012",All Sites,54.66516293,1.304702729,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.55594034,1.28741578,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.67960706,1.22372742,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.79832711,1.242586595,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.83655445,1.148875123,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.92930072,1.102696161,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.00979342,1.215266807,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.94555837,1.25822591,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.80048373,1.334646664,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.74093142,1.406169763,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.51516802,1.452559863,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.58854989,1.558792591,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.72171784,1.495089149,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.8263708,1.436192875,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.87880473,1.361506472,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.00231687,1.362897722,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.06148083,1.454867303,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.95700508,1.439160122,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.90214682,1.534485294,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.80956268,1.512410031,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.78800395,1.588634727,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.94937771,1.65028334,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.8542863,1.683767612,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.87823164,1.602777223,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.9684254,1.631205487,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.01615019,1.539066241,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.1277481,1.556349419,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.19405683,1.640371151,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.0943053,1.635767582,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,54.94688929,1.697906338,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.03234752,1.719992912,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.10573316,1.824638331,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.16534203,1.729305619,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.28163775,1.768803562,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.35268956,1.855992369,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.34300359,1.933785521,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.44025917,1.989186703,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
126,"Sonnewald et al, 2012",All Sites,55.41399885,2.044783941,point,Figure 1 - Sonnewald and Turkay 2011,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.86397125,-76.49292237,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.86630728,-76.51484018,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.88463612,-76.52534247,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.88391734,-76.53926941,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.87996406,-76.54543379,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.87780773,-76.55251142,point,Figure 1,Using google maps,NA,
311,"Gallegos et al, 2010",All 7 stations,38.88499551,-76.55616438,point,Figure 1,Using google maps,"This most upstream sampling point ends looks like it's on land, but this should be okay if we use even a 500m buffer for HCI values. Though there may not even be values this far upstream anyway",
319,Stefansdottir et al,All 264 stations,64.44827586,-28.72340426,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.37931034,-28.17021277,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.36206897,-27.74468085,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.43103448,-27.53191489,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.48275862,-27.44680851,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.5,-28.08510638,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.62068966,-27.91489362,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.62068966,-28.29787234,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.74137931,-28.12765957,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.68965517,-28.25531915,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.67241379,-28.08510638,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,64.77586207,-28.93617021,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.01724138,-28.29787234,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.0862069,-28.08510638,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.75862069,-26.5106383,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.24137931,-25.0212766,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.13793103,-24.38297872,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.32758621,-24,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.39655172,-23.19148936,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.15517241,-22.29787234,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,63.53448276,-22.17021277,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,68,-27.53191489,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,66.18965517,-28.59574468,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,66.12068966,-27.65957447,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.9137931,-28.29787234,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.65517241,-29.44680851,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.51724138,-28.80851064,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.37931034,-29.0212766,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.4137931,-28.76595745,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.25862069,-28.68085106,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.27586207,-28.5106383,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.34482759,-28.46808511,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.37931034,-28.34042553,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
319,Stefansdottir et al,All 264 stations,65.36206897,-27.95744681,point,Figure 1 + webplot digitizer,Using google maps,I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes,
